"vacancyID","applicationDate","candidateID","name","nameLat","gender","occupation","ethnicity","city","city2","website","RA","ethnCollapsed","ethnGroup2","emailContact","websiteContact","phoneContact","response","rejected","genderEmp","notRussianEmp"
745,2018-06-21,139,"Виктор Бройтман","Victor Broytman","male","sales manager","Jewish","Kazan","Kazan/Ufa","2","3","Jewish","European",0,1,0,1,0,"female",1
746,2018-06-21,204,"Виктор Люфт","Viktor Luft","male","sales manager","German","Ufa","Kazan/Ufa","2","3","German","European",0,1,0,1,0,"male",1
747,2018-06-21,268,"Умид Худойкулов","Umid Khudoikulov","male","sales manager","Uzbek","Ufa","Kazan/Ufa","2","3","Tajik/Uzbek","Southern",0,0,0,0,1,"female",0
748,2018-06-21,45,"Миколай Скрипка","Mikolay Skripka","male","programmer","Ukrainian","Moscow","Moscow/St Petersburg","2","3","Ukrainian","European",0,1,1,1,0,"female",0
749,2018-06-21,93,"Тамуна Махарадзе","Tamuna Makharadze","female","programmer","Georgian","Moscow","Moscow/St Petersburg","2","2","Georgian","Southern",0,0,0,0,0,NA,NA
750,2018-06-21,302,"Асиф Зейналов","Asif Zeynalov","male","programmer","Azeri","St Petersburg","Moscow/St Petersburg","2","3","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
751,2018-06-21,222,"Вера Браун","Vera Braun","female","programmer","German","St Petersburg","Moscow/St Petersburg","2","2","German","European",0,0,0,0,0,NA,NA
752,2018-06-21,223,"Ольга Шефер","Olga Schaefer","female","programmer","German","Kazan","Kazan/Ufa","2","2","German","European",0,1,1,1,0,"female",NA
753,2018-06-21,223,"Ольга Шефер","Olga Schaefer","female","programmer","German","Kazan","Kazan/Ufa","2","2","German","European",0,0,1,1,0,"male",NA
754,2018-06-21,16,"Кирилл Петухов","Kirill Petukhov","male","programmer","Russian","Ufa","Kazan/Ufa","2","3","Russian","European",1,0,1,1,0,"male",0
755,2018-06-21,80,"Гурам Кобалия","Guram Kobalia","male","programmer","Georgian","Ufa","Kazan/Ufa","2","3","Georgian","Southern",0,0,0,0,0,NA,NA
756,2018-06-21,49,"Наталя Бойко","Natalya Boyko","female","cook","Ukrainian","Moscow","Moscow/St Petersburg","2","2","Ukrainian","European",0,0,0,0,0,NA,NA
757,2018-06-21,193,"Михаил Берг","Mikhail Berg","male","cook","German","Moscow","Moscow/St Petersburg","2","3","German","European",0,1,1,1,0,"female",1
758,2018-06-21,146,"Арина Габрилович","Arina Gabrilowitsch","female","cook","Jewish","St Petersburg","Moscow/St Petersburg","2","2","Jewish","European",0,0,1,1,0,"female",NA
759,2018-06-21,162,"Ленар Аглиуллин","Lenar Agliullin","male","cook","Tatar","St Petersburg","Moscow/St Petersburg","2","3","Tatar","Southern",0,0,0,0,0,NA,NA
760,2018-06-21,227,"Лукас Дактарас","Lucas Daktaras","male","cook","Lithuanian","Kazan","Kazan/Ufa","2","3","Latvian/Lithuanian","European",0,1,0,1,0,NA,NA
761,2018-06-21,291,"Аюб Ахмадов","Ayub Akhmadov","male","cook","Chechen","Kazan","Kazan/Ufa","2","3","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
762,2018-06-21,84,"Лали Гелашвили","Lali Gelashvili","female","cook","Georgian","Ufa","Kazan/Ufa","2","2","Georgian","Southern",0,0,1,1,0,"female",1
763,2018-06-21,277,"Зарина Аблялимова","Zarina Ablyalimova","female","salesperson","Uzbek","Moscow","Moscow/St Petersburg","2","2","Tajik/Uzbek","Southern",0,0,0,0,1,NA,NA
764,2018-06-21,293,"Умар Сатуев","Umar Satuev","male","salesperson","Chechen","Moscow","Moscow/St Petersburg","2","3","Chechen/Azeri","Southern",0,0,1,1,0,"female",NA
765,2018-06-21,262,"Санжар Тошпулатов","Sanjar Toshpulatov","male","salesperson","Uzbek","St Petersburg","Moscow/St Petersburg","2","3","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
766,2018-06-21,182,"Лейсан Фатыхова","Leysan Fatykhova","female","salesperson","Tatar","St Petersburg","Moscow/St Petersburg","2","2","Tatar","Southern",0,1,0,1,0,NA,NA
767,2018-06-21,311,"Макка Идрисова","Makka Idrisova","female","salesperson","Chechen","Kazan","Kazan/Ufa","2","2","Chechen/Azeri","Southern",0,0,1,1,0,"female",0
768,2018-06-21,23,"Алла Козлова","Alla Kozlova","female","salesperson","Russian","Kazan","Kazan/Ufa","2","2","Russian","European",0,1,0,1,0,NA,NA
769,2018-06-21,88,"Натия Кварацхелия","Natia Kvaratskhelia","female","salesperson","Georgian","Ufa","Kazan/Ufa","2","2","Georgian","Southern",0,0,1,1,0,"female",0
770,2018-06-21,152,"Рада Лившиц","Rada Livshits","female","salesperson","Jewish","Ufa","Kazan/Ufa","2","2","Jewish","European",0,0,0,0,0,NA,NA
771,2018-06-21,313,"Амина Алаева","Amina Alaeva","female","sales manager","Chechen","Moscow","Moscow/St Petersburg","1","1","Chechen/Azeri","Southern",0,0,1,1,0,"female",0
772,2018-06-21,57,"Наталия Вовченко","Natalia Vovchenko","female","sales manager","Ukrainian","Moscow","Moscow/St Petersburg","1","1","Ukrainian","European",0,0,0,0,0,NA,NA
773,2018-06-21,298,"Магомед Тарамов","Magomed Taramov","male","sales manager","Chechen","St Petersburg","Moscow/St Petersburg","1","4","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
774,2018-06-21,42,"Степан Кравченко","Stepan Kravchenko","male","sales manager","Ukrainian","St Petersburg","Moscow/St Petersburg","1","4","Ukrainian","European",0,0,0,0,0,NA,NA
775,2018-06-21,155,"Людмила Гольдштейн","Lyudmila Goldstein","female","sales manager","Jewish","Kazan","Kazan/Ufa","1","1","Jewish","European",0,1,0,1,0,"female",0
776,2018-06-21,27,"Алена Авдеева","Alyona Avdeeva","female","sales manager","Russian","Kazan","Kazan/Ufa","1","1","Russian","European",0,0,0,0,0,NA,NA
777,2018-06-21,140,"Исаак Зильберман","Isaac Zilberman","male","sales manager","Jewish","Ufa","Kazan/Ufa","1","4","Jewish","European",0,0,1,1,0,"female",0
778,2018-06-21,220,"Татьяна Келлер","Tatiana Keller","female","sales manager","German","Ufa","Kazan/Ufa","1","1","German","European",0,1,0,1,0,"male",0
779,2018-06-21,229,"Мантас Вайчюнас","Mantas Vaiciunas","male","salesperson","Lithuanian","Moscow","Moscow/St Petersburg","1","4","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
780,2018-06-21,37,"Володимир Опришко","Volodymyr Oprishko","male","salesperson","Ukrainian","Moscow","Moscow/St Petersburg","1","4","Ukrainian","European",0,0,1,1,0,"female",0
781,2018-06-21,54,"Лада Дралюк","Lada Dralyuk","female","salesperson","Ukrainian","St Petersburg","Moscow/St Petersburg","1","1","Ukrainian","European",0,1,0,1,0,NA,NA
782,2018-06-21,22,"Ирина Бородина","Irina Borodina","female","salesperson","Russian","St Petersburg","Moscow/St Petersburg","1","1","Russian","European",0,1,0,1,0,NA,NA
783,2018-06-21,263,"Ойбек Худайберганов","Oybek Khudaiberganov","male","salesperson","Uzbek","Kazan","Kazan/Ufa","1","4","Tajik/Uzbek","Southern",0,0,1,1,0,"female",0
784,2018-06-21,247,"Юрате Кукенайте","Jurate Kukenayte","female","salesperson","Lithuanian","Kazan","Kazan/Ufa","1","1","Latvian/Lithuanian","European",0,0,1,1,0,"male",0
785,2018-06-21,280,"Муниса Бурханова","Munisa Burkhanova","female","salesperson","Uzbek","Ufa","Kazan/Ufa","1","1","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
786,2018-06-21,184,"Эльвира Шайдуллина","Elvira Shaydullina","female","salesperson","Tatar","Ufa","Kazan/Ufa","1","1","Tatar","Southern",0,0,0,0,0,NA,NA
787,2018-06-22,249,"Агне Микайлайте","Agne Mikaylayte","female","sales manager","Lithuanian","Moscow","Moscow/St Petersburg","2","2","Latvian/Lithuanian","European",0,0,0,0,1,NA,NA
788,2018-06-22,265,"Ислом Маматкулов","Islom Mamatkulov","male","sales manager","Uzbek","Moscow","Moscow/St Petersburg","2","3","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
789,2018-06-22,314,"Рена Зейналова","Rena Zeynalova","female","sales manager","Azeri","St Petersburg","Moscow/St Petersburg","2","2","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
790,2018-06-22,74,"Дато Вашакидзе","Dato Vashakidze","male","sales manager","Georgian","St Petersburg","Moscow/St Petersburg","2","3","Georgian","Southern",0,0,0,0,0,NA,NA
791,2018-06-22,299,"Ибрагим Дудаев","Ibrahim Dudayev","male","sales manager","Chechen","Kazan","Kazan/Ufa","2","3","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
792,2018-06-22,219,"Марина Вагнер","Marina Wagner","female","sales manager","German","Kazan","Kazan/Ufa","2","2","German","European",0,0,0,0,0,NA,1
793,2018-06-22,268,"Умид Худойкулов","Umid Khudoikulov","male","sales manager","Uzbek","Ufa","Kazan/Ufa","2","3","Tajik/Uzbek","Southern",0,0,0,0,0,NA,0
794,2018-06-22,204,"Виктор Люфт","Viktor Luft","male","sales manager","German","Ufa","Kazan/Ufa","2","3","German","European",0,0,1,1,0,NA,NA
795,2018-06-22,125,"Нарине Папян","Narine Papian","female","programmer","Armenian","Moscow","Moscow/St Petersburg","2","2","Armenian","Southern",0,0,0,0,1,NA,NA
796,2018-06-22,237,"Йонас Стонкус","Jonas Stonkus","male","programmer","Lithuanian","Moscow","Moscow/St Petersburg","2","3","Latvian/Lithuanian","European",0,0,0,0,0,NA,0
797,2018-06-22,222,"Вера Браун","Vera Braun","female","programmer","German","St Petersburg","Moscow/St Petersburg","2","2","German","European",0,0,0,0,0,NA,NA
798,2018-06-22,78,"Амиран Убилава","Amiran Ubilava","male","programmer","Georgian","St Petersburg","Moscow/St Petersburg","2","3","Georgian","Southern",0,0,1,1,0,"female",0
799,2018-06-22,255,"Иева Раткуте","Ieva Ratkute","female","programmer","Lithuanian","Kazan","Kazan/Ufa","2","2","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
800,2018-06-22,97,"Виген Газазян","Vigen Gazazyan","male","cook","Armenian","Moscow","Moscow/St Petersburg","2","3","Armenian","Southern",0,0,0,0,0,NA,NA
801,2018-06-22,1,"Максим Телегин","Maxim Telegin","male","cook","Russian","Moscow","Moscow/St Petersburg","2","3","Russian","European",0,0,0,0,0,NA,NA
802,2018-06-22,242,"Илзе Приеде","Ilze Priede","female","cook","Latvian","St Petersburg","Moscow/St Petersburg","2","2","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
803,2018-06-22,146,"Арина Габрилович","Arina Gabrilowitsch","female","cook","Jewish","St Petersburg","Moscow/St Petersburg","2","2","Jewish","European",0,1,1,1,0,"female",NA
804,2018-06-22,291,"Аюб Ахмадов","Ayub Akhmadov","male","cook","Chechen","Kazan","Kazan/Ufa","2","3","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
805,2018-06-22,212,"Лилия Вебер","Liliya Weber","female","cook","German","Ufa","Kazan/Ufa","2","2","German","European",0,1,0,1,0,NA,NA
806,2018-06-22,132,"Ефим Хайтович","Yefim Khaytovych","male","cook","Jewish","Ufa","Kazan/Ufa","2","3","Jewish","European",0,0,0,0,0,NA,NA
807,2018-06-22,277,"Зарина Аблялимова","Zarina Ablyalimova","female","salesperson","Uzbek","Moscow","Moscow/St Petersburg","2","2","Tajik/Uzbek","Southern",0,1,0,1,0,NA,NA
808,2018-06-22,245,"Дайга Ласмане","Daiga Lasmane","female","salesperson","Latvian","Moscow","Moscow/St Petersburg","2","2","Latvian/Lithuanian","European",0,1,0,1,0,NA,NA
809,2018-06-22,86,"Нана Чиковани","Nana Chikovani","female","salesperson","Georgian","St Petersburg","Moscow/St Petersburg","2","2","Georgian","Southern",0,0,0,0,0,NA,NA
810,2018-06-22,102,"Саргис Варданян","Sargis Vardanyan","male","salesperson","Armenian","St Petersburg","Moscow/St Petersburg","2","3","Armenian","Southern",0,0,0,0,0,NA,NA
811,2018-06-22,55,"Мирослава Сипко","Miroslava Sipko","female","salesperson","Ukrainian","Kazan","Kazan/Ufa","2","2","Ukrainian","European",0,1,0,1,0,NA,NA
812,2018-06-22,279,"Нилуфар Давлатова","Nilufar Davlatova","female","salesperson","Tajik","Kazan","Kazan/Ufa","2","2","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
813,2018-06-22,168,"Рамис Зиатдинов","Ramis Ziyatdinov","male","salesperson","Tatar","Ufa","Kazan/Ufa","2","3","Tatar","Southern",0,0,0,0,0,NA,NA
814,2018-06-22,24,"Ксения Шишкова","Ksenia Shishkova","female","salesperson","Russian","Ufa","Kazan/Ufa","2","2","Russian","European",0,0,0,0,0,NA,NA
815,2018-06-22,121,"Аревик Манукян","Arevik Manukyan","female","sales manager","Armenian","Moscow","Moscow/St Petersburg","1","1","Armenian","Southern",0,0,1,1,0,"male",0
816,2018-06-22,313,"Амина Алаева","Amina Alaeva","female","sales manager","Chechen","Moscow","Moscow/St Petersburg","1","1","Chechen/Azeri","Southern",0,0,0,0,1,"female",0
817,2018-06-22,250,"Лаума Вагале","Lauma Vagale","female","sales manager","Latvian","St Petersburg","Moscow/St Petersburg","1","1","Latvian/Lithuanian","European",0,1,0,1,0,"female",0
818,2018-06-22,10,"Евгений Степанов","Evgeniy Stepanov","male","sales manager","Russian","St Petersburg","Moscow/St Petersburg","1","4","Russian","European",0,0,0,0,0,NA,NA
819,2018-06-22,123,"Гаяне Давтян","Gayane Davtyan","female","sales manager","Armenian","Kazan","Kazan/Ufa","1","1","Armenian","Southern",0,1,0,1,0,"female",0
820,2018-06-22,75,"Сосо Купрашвили","Soso Kuprashvili","male","sales manager","Georgian","Kazan","Kazan/Ufa","1","4","Georgian","Southern",0,0,0,0,0,NA,NA
821,2018-06-22,300,"Вугар Гусейнов","Vugar Huseynov","male","sales manager","Azeri","Ufa","Kazan/Ufa","1","4","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
822,2018-06-22,220,"Татьяна Келлер","Tatiana Keller","female","sales manager","German","Ufa","Kazan/Ufa","1","1","German","European",0,0,0,0,0,NA,NA
823,2018-06-22,229,"Мантас Вайчюнас","Mantas Vaiciunas","male","salesperson","Lithuanian","Moscow","Moscow/St Petersburg","1","4","Latvian/Lithuanian","European",0,0,0,0,1,NA,NA
824,2018-06-22,21,"Влада Максимова","Vlada Maksimova","female","salesperson","Russian","Moscow","Moscow/St Petersburg","1","1","Russian","European",0,0,0,0,0,NA,NA
825,2018-06-22,246,"Камиле Урбанайте","Kamile Urbanayte","female","salesperson","Lithuanian","St Petersburg","Moscow/St Petersburg","1","1","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
826,2018-06-22,278,"Мунира Султонова","Munira Sultonova","female","salesperson","Tajik","St Petersburg","Moscow/St Petersburg","1","1","Tajik/Uzbek","Southern",0,1,0,1,0,"female",0
827,2018-06-22,215,"Виктория Бауэр","Victoria Bauer","female","salesperson","German","Kazan","Kazan/Ufa","1","1","German","European",0,0,0,0,0,NA,NA
828,2018-06-22,87,"Нелли Какабадзе","Nelly Kakabadze","female","salesperson","Georgian","Kazan","Kazan/Ufa","1","1","Georgian","Southern",0,1,0,1,0,NA,NA
829,2018-06-22,312,"Айсель Аскерова","Aysel Askerova","female","salesperson","Azeri","Ufa","Kazan/Ufa","1","1","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
830,2018-06-22,232,"Дариус Урбанас","Darius Urbanas","male","salesperson","Lithuanian","Ufa","Kazan/Ufa","1","4","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
831,2018-06-22,273,"Парвина Мирзоева","Parvina Mirzoyeva","female","cook","Tajik","Moscow","Moscow/St Petersburg","1","1","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
832,2018-06-22,177,"Ильсия Закирова","Ilsiya Zakirova","female","cook","Tatar","Moscow","Moscow/St Petersburg","1","1","Tatar","Southern",0,0,0,0,0,NA,NA
833,2018-06-22,306,"Айтен Исмаилова","Ayten Ismailova","female","cook","Azeri","St Petersburg","Moscow/St Petersburg","1","1","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
834,2018-06-22,130,"Александр Гершман","Alexander Gershman","male","cook","Jewish","St Petersburg","Moscow/St Petersburg","1","4","Jewish","European",0,0,0,0,0,NA,NA
835,2018-06-22,99,"Гурген Асланян","Gurgen Aslanyan","male","cook","Armenian","Kazan","Kazan/Ufa","1","4","Armenian","Southern",0,0,0,0,0,NA,NA
836,2018-06-22,243,"Ирена Вейгуле","Irena Veygule","female","cook","Latvian","Kazan","Kazan/Ufa","1","1","Latvian/Lithuanian","European",0,1,1,1,0,"female",0
837,2018-06-22,148,"Аделина Шац","Adelina Schatz","female","cook","Jewish","Ufa","Kazan/Ufa","1","1","Jewish","European",0,0,1,1,0,"male",0
838,2018-06-22,164,"Равиль Гафиятуллин","Ravil Gafiyatullin","male","cook","Tatar","Ufa","Kazan/Ufa","1","4","Tatar","Southern",0,1,0,1,0,"female",0
839,2018-06-22,173,"Алмаз Нуруллин","Almaz Nurullin","male","programmer","Tatar","Moscow","Moscow/St Petersburg","1","4","Tatar","Southern",0,0,0,0,1,NA,NA
840,2018-06-22,221,"София Мюллер","Sofia Muller","female","programmer","German","Moscow","Moscow/St Petersburg","1","1","German","European",0,0,0,0,0,NA,NA
841,2018-06-22,158,"Елена Беркович","Elena Berkovich","female","programmer","Jewish","St Petersburg","Moscow/St Petersburg","1","1","Jewish","European",1,0,0,1,0,"female",0
842,2018-06-22,286,"Фарангис Ашурова","Farangis Ashurova","female","programmer","Tajik","St Petersburg","Moscow/St Petersburg","1","1","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
843,2018-06-22,241,"Виталия Римейките","Vitalia Rimeikite","female","cook","Lithuanian","Moscow","Moscow/St Petersburg","1","1","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
844,2018-06-22,209,"Светлана Кригер","Svetlana Krieger","female","cook","German","Moscow","Moscow/St Petersburg","1","1","German","European",0,0,0,0,0,NA,NA
845,2018-06-22,258,"Баха Хушвахтов","Baha Khushvakhtov","male","cook","Tajik","St Petersburg","Moscow/St Petersburg","1","4","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
846,2018-06-22,130,"Александр Гершман","Alexander Gershman","male","cook","Jewish","St Petersburg","Moscow/St Petersburg","1","4","Jewish","European",0,0,1,1,0,"female",NA
847,2018-06-22,51,"Уляна Бабий","Ulyana Babiy","female","cook","Ukrainian","Kazan","Kazan/Ufa","1","1","Ukrainian","European",0,0,0,0,0,NA,NA
848,2018-06-22,307,"Арзу Мамедова","Arzu Mamedova","female","cook","Azeri","Kazan","Kazan/Ufa","1","1","Chechen/Azeri","Southern",0,1,0,1,0,"female",0
849,2018-06-22,36,"Олексий Стадник","Oleksiy Stadnik","male","cook","Ukrainian","Ufa","Kazan/Ufa","1","4","Ukrainian","European",0,0,1,1,0,"female",NA
850,2018-06-22,260,"Хуршид Исраилов","Khurshid Israilov","male","cook","Uzbek","Ufa","Kazan/Ufa","1","4","Tajik/Uzbek","Southern",0,1,1,1,0,"male",1
851,2018-06-22,301,"Расул Хатуев","Rasul Khatuev","male","programmer","Chechen","Moscow","Moscow/St Petersburg","1","4","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
852,2018-06-22,109,"Алик Симонян","Alik Simonian","male","programmer","Armenian","Moscow","Moscow/St Petersburg","1","4","Armenian","Southern",0,0,0,0,0,NA,NA
853,2018-06-22,206,"Андрей Кайзер","Andrey Kaiser","male","programmer","German","St Petersburg","Moscow/St Petersburg","1","4","German","European",0,0,1,1,0,"male",NA
854,2018-06-22,46,"Михайло Приступа","Mihailo Prystupa","male","programmer","Ukrainian","St Petersburg","Moscow/St Petersburg","1","4","Ukrainian","European",0,0,1,1,0,"female",0
855,2018-06-23,265,"Ислом Маматкулов","Islom Mamatkulov","male","sales manager","Uzbek","Moscow","Moscow/St Petersburg","2","3","Tajik/Uzbek","Southern",0,0,0,0,1,NA,NA
856,2018-06-23,249,"Агне Микайлайте","Agne Mikaylayte","female","sales manager","Lithuanian","Moscow","Moscow/St Petersburg","2","2","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
857,2018-06-23,314,"Рена Зейналова","Rena Zeynalova","female","sales manager","Azeri","St Petersburg","Moscow/St Petersburg","2","2","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
858,2018-06-23,314,"Рена Зейналова","Rena Zeynalova","female","sales manager","Azeri","St Petersburg","Moscow/St Petersburg","2","2","Chechen/Azeri","Southern",0,0,0,0,1,NA,NA
859,2018-06-23,11,"Роман Лисицын","Roman Lisitsyn","male","sales manager","Russian","Kazan","Kazan/Ufa","2","3","Russian","European",0,0,0,0,0,NA,NA
860,2018-06-23,139,"Виктор Бройтман","Victor Broytman","male","sales manager","Jewish","Kazan","Kazan/Ufa","2","3","Jewish","European",0,1,0,1,0,"female",1
861,2018-06-23,76,"Гоча Имнадзе","Gocha Imnadze","male","sales manager","Georgian","Ufa","Kazan/Ufa","2","3","Georgian","Southern",0,0,1,1,0,"female",0
862,2018-06-23,156,"Ирина Айзикович","Irina Aizikovich","female","sales manager","Jewish","Ufa","Kazan/Ufa","2","2","Jewish","European",0,0,0,0,0,NA,NA
863,2018-06-23,205,"Анатолий Циглер","Anatoliy Tsigler","male","programmer","German","Moscow","Moscow/St Petersburg","2","3","German","European",0,0,0,0,0,NA,NA
864,2018-06-23,189,"Миляуша Мингазова","Milyausha Mingazova","female","programmer","Tatar","Moscow","Moscow/St Petersburg","2","2","Tatar","Southern",0,1,1,1,0,"female",0
865,2018-06-23,254,"Дайна Римкуте","Daina Rimkute","female","programmer","Lithuanian","St Petersburg","Moscow/St Petersburg","2","2","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
866,2018-06-23,78,"Амиран Убилава","Amiran Ubilava","male","programmer","Georgian","St Petersburg","Moscow/St Petersburg","2","3","Georgian","Southern",0,0,0,0,0,NA,0
867,2018-06-23,255,"Иева Раткуте","Ieva Ratkute","female","programmer","Lithuanian","Kazan","Kazan/Ufa","2","2","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
868,2018-06-23,175,"Камиль Хуснутдинов","Kamil Khusnutdinov","male","programmer","Tatar","Kazan","Kazan/Ufa","2","3","Tatar","Southern",0,0,0,0,0,NA,NA
869,2018-06-23,49,"Наталя Бойко","Natalya Boyko","female","cook","Ukrainian","Moscow","Moscow/St Petersburg","2","2","Ukrainian","European",0,0,0,0,0,NA,NA
870,2018-06-23,1,"Максим Телегин","Maxim Telegin","male","cook","Russian","Moscow","Moscow/St Petersburg","2","3","Russian","European",0,1,0,1,0,NA,NA
871,2018-06-23,210,"Александра Герц","Aleksandra Gerts","female","cook","German","St Petersburg","Moscow/St Petersburg","2","2","German","European",0,0,1,1,0,"female",0
872,2018-06-23,2,"Николай Орлов","Nikolai Orlov","male","cook","Russian","St Petersburg","Moscow/St Petersburg","2","3","Russian","European",0,1,1,1,0,"female",0
873,2018-06-23,227,"Лукас Дактарас","Lucas Daktaras","male","cook","Lithuanian","Kazan","Kazan/Ufa","2","3","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
874,2018-06-23,67,"Коба Майсурадзе","Koba Maisuradze","male","cook","Georgian","Kazan","Kazan/Ufa","2","3","Georgian","Southern",0,0,0,0,1,NA,NA
875,2018-06-23,133,"Вадим Ицкович","Vadim Itskovich","male","salesperson","Jewish","Moscow","Moscow/St Petersburg","2","3","Jewish","European",0,0,0,0,0,NA,NA
876,2018-06-23,245,"Дайга Ласмане","Daiga Lasmane","female","salesperson","Latvian","Moscow","Moscow/St Petersburg","2","2","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
877,2018-06-23,6,"Ярослав Кузьмин","Yaroslav Kuzmin","male","salesperson","Russian","St Petersburg","Moscow/St Petersburg","2","3","Russian","European",0,0,0,0,0,NA,NA
878,2018-06-23,102,"Саргис Варданян","Sargis Vardanyan","male","salesperson","Armenian","St Petersburg","Moscow/St Petersburg","2","3","Armenian","Southern",0,0,0,0,0,NA,NA
879,2018-06-23,135,"Сергей Абрамович","Sergei Abramovich","male","salesperson","Jewish","Kazan","Kazan/Ufa","2","3","Jewish","European",0,0,0,0,0,NA,NA
880,2018-06-23,279,"Нилуфар Давлатова","Nilufar Davlatova","female","salesperson","Tajik","Kazan","Kazan/Ufa","2","2","Tajik/Uzbek","Southern",0,0,1,1,0,"male",0
881,2018-06-23,168,"Рамис Зиатдинов","Ramis Ziyatdinov","male","salesperson","Tatar","Ufa","Kazan/Ufa","2","3","Tatar","Southern",0,1,0,1,0,NA,NA
882,2018-06-23,248,"Саманта Каупере","Samanta Kaupere","female","salesperson","Latvian","Ufa","Kazan/Ufa","2","2","Latvian/Lithuanian","European",0,1,0,1,0,NA,NA
883,2018-06-23,201,"Виталий Кох","Vitaly Koch","male","sales manager","German","Moscow","Moscow/St Petersburg","1","4","German","European",0,0,0,0,0,NA,NA
884,2018-06-23,73,"Бесо Катамадзе","Beso Katamadze","male","sales manager","Georgian","Moscow","Moscow/St Petersburg","1","4","Georgian","Southern",0,0,0,0,1,NA,NA
885,2018-06-23,154,"Инна Бильдер","Inna Bilder","female","sales manager","Jewish","St Petersburg","Moscow/St Petersburg","1","1","Jewish","European",0,0,0,0,0,NA,NA
886,2018-06-23,266,"Джамшед Хамидов","Jamshed Khamidov","male","sales manager","Tajik","St Petersburg","Moscow/St Petersburg","1","4","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
887,2018-06-23,123,"Гаяне Давтян","Gayane Davtyan","female","sales manager","Armenian","Kazan","Kazan/Ufa","1","1","Armenian","Southern",0,0,1,1,0,"female",0
888,2018-06-23,203,"Павел Реймер","Pavel Reimer","male","sales manager","German","Kazan","Kazan/Ufa","1","4","German","European",0,0,0,0,0,NA,NA
889,2018-06-23,60,"Свитлана Денисенко","Svitlana Denisenko","female","sales manager","Ukrainian","Ufa","Kazan/Ufa","1","1","Ukrainian","European",0,1,0,1,0,"male",1
890,2018-06-23,140,"Исаак Зильберман","Isaac Zilberman","male","sales manager","Jewish","Ufa","Kazan/Ufa","1","4","Jewish","European",0,0,0,0,0,NA,NA
891,2018-06-23,21,"Влада Максимова","Vlada Maksimova","female","salesperson","Russian","Moscow","Moscow/St Petersburg","1","1","Russian","European",0,0,1,1,0,"female",0
892,2018-06-23,229,"Мантас Вайчюнас","Mantas Vaiciunas","male","salesperson","Lithuanian","Moscow","Moscow/St Petersburg","1","4","Latvian/Lithuanian","European",0,0,1,1,0,"female",0
893,2018-06-23,246,"Камиле Урбанайте","Kamile Urbanayte","female","salesperson","Lithuanian","St Petersburg","Moscow/St Petersburg","1","1","Latvian/Lithuanian","European",0,1,1,1,0,"female",0
894,2018-06-23,70,"Заза Накашидзе","Zaza Nakashidze","male","salesperson","Georgian","St Petersburg","Moscow/St Petersburg","1","4","Georgian","Southern",0,0,1,1,0,"female",0
895,2018-06-23,183,"Гульфира Шафигуллина","Gulfira Shafigullina","female","salesperson","Tatar","Kazan","Kazan/Ufa","1","1","Tatar","Southern",0,1,0,1,0,NA,NA
896,2018-06-23,103,"Ваграм Погосян","Vahram Poghosyan","male","salesperson","Armenian","Kazan","Kazan/Ufa","1","4","Armenian","Southern",0,1,1,1,0,"male",0
897,2018-06-23,136,"Александр Каганович","Alexander Kaganovich","male","salesperson","Jewish","Ufa","Kazan/Ufa","1","4","Jewish","European",0,0,1,1,0,"female",0
898,2018-06-23,184,"Эльвира Шайдуллина","Elvira Shaydullina","female","salesperson","Tatar","Ufa","Kazan/Ufa","1","1","Tatar","Southern",0,0,0,0,0,NA,NA
899,2018-06-26,241,"Виталия Римейките","Vitalia Rimeikite","female","cook","Lithuanian","Moscow","Moscow/St Petersburg","1","1","Latvian/Lithuanian","European",0,1,1,1,0,"female",0
